,Source,Target,Weight,Type
1,Argensola_Alejandra,Argensola_Isabela,30,undirected
2,Argensola_Alejandra,Bermudez_Lastimosa,7,undirected
3,Argensola_Alejandra,Virues_Semirámis,10,undirected
4,Argensola_Alejandra,Virues_Tirano,14,undirected
5,Argensola_Isabela,Argensola_Alejandra,30,undirected
6,Argensola_Isabela,Artieda_Amantes,8,undirected
7,Argensola_Isabela,Bermudez_Lastimosa,18,undirected
8,Argensola_Isabela,Bermudez_Laureada,4,undirected
9,Argensola_Isabela,Duda_Jerusalem,2,undirected
10,Argensola_Isabela,Virues_Semirámis,5,undirected
11,Artieda_Amantes,Argensola_Isabela,8,undirected
12,Artieda_Amantes,Cervantes_CasaCelos,4,undirected
13,Artieda_Amantes,Cervantes_Urdemalas,21,undirected
14,Artieda_Amantes,Virues_Marcela,4,undirected
15,Bermudez_Lastimosa,Argensola_Alejandra,7,undirected
16,Bermudez_Lastimosa,Argensola_Isabela,18,undirected
17,Bermudez_Lastimosa,Bermudez_Laureada,30,undirected
18,Bermudez_Laureada,Argensola_Isabela,4,undirected
19,Bermudez_Laureada,Bermudez_Lastimosa,30,undirected
20,Bermudez_Laureada,Lasso_Constantinopla,1,undirected
21,Bermudez_Laureada,Virues_Semirámis,11,undirected
22,Cervantes_CasaCelos,Artieda_Amantes,4,undirected
23,Cervantes_CasaCelos,Cervantes_Tratos,10,undirected
24,Cervantes_CasaCelos,Cervantes_Urdemalas,28,undirected
25,Cervantes_CasaCelos,Duda_Jerusalem,27,undirected
26,Cervantes_CasaCelos,Virues_Marcela,6,undirected
27,Cervantes_Tratos,Cervantes_CasaCelos,10,undirected
28,Cervantes_Tratos,Cervantes_Urdemalas,21,undirected
29,Cervantes_Tratos,Duda_Jerusalem,23,undirected
30,Cervantes_Urdemalas,Artieda_Amantes,21,undirected
31,Cervantes_Urdemalas,Cervantes_CasaCelos,28,undirected
32,Cervantes_Urdemalas,Cervantes_Tratos,21,undirected
33,Cervantes_Urdemalas,Duda_Jerusalem,5,undirected
34,Cervantes_Urdemalas,Lasso_Dido.restaurada,9,undirected
35,Duda_Jerusalem,Argensola_Isabela,2,undirected
36,Duda_Jerusalem,Cervantes_CasaCelos,27,undirected
37,Duda_Jerusalem,Cervantes_Tratos,23,undirected
38,Duda_Jerusalem,Cervantes_Urdemalas,5,undirected
39,Duda_Jerusalem,Virues_Marcela,1,undirected
40,JCueva_Infamador,JCueva_Principe,20,undirected
41,JCueva_Infamador,JCueva_Saco,30,undirected
42,JCueva_Infamador,Virues_Marcela,5,undirected
43,JCueva_Principe,JCueva_Infamador,20,undirected
44,JCueva_Principe,JCueva_Saco,15,undirected
45,JCueva_Principe,Lasso_Constantinopla,30,undirected
46,JCueva_Principe,Lasso_Dido.restaurada,2,undirected
47,JCueva_Saco,JCueva_Infamador,30,undirected
48,JCueva_Saco,JCueva_Principe,15,undirected
49,JCueva_Saco,Lasso_Constantinopla,10,undirected
50,JCueva_Saco,Lasso_Dido.restaurada,4,undirected
51,Lasso_Constantinopla,Bermudez_Laureada,1,undirected
52,Lasso_Constantinopla,JCueva_Principe,30,undirected
53,Lasso_Constantinopla,JCueva_Saco,10,undirected
54,Lasso_Constantinopla,Lasso_Dido.restaurada,25,undirected
55,Lasso_Dido.restaurada,Cervantes_Urdemalas,9,undirected
56,Lasso_Dido.restaurada,JCueva_Principe,2,undirected
57,Lasso_Dido.restaurada,JCueva_Saco,4,undirected
58,Lasso_Dido.restaurada,Lasso_Constantinopla,25,undirected
59,Virues_Marcela,Artieda_Amantes,4,undirected
60,Virues_Marcela,Cervantes_CasaCelos,6,undirected
61,Virues_Marcela,Duda_Jerusalem,1,undirected
62,Virues_Marcela,JCueva_Infamador,5,undirected
63,Virues_Marcela,Virues_Semirámis,25,undirected
64,Virues_Marcela,Virues_Tirano,15,undirected
65,Virues_Semirámis,Argensola_Alejandra,10,undirected
66,Virues_Semirámis,Argensola_Isabela,5,undirected
67,Virues_Semirámis,Bermudez_Laureada,11,undirected
68,Virues_Semirámis,Virues_Marcela,25,undirected
69,Virues_Semirámis,Virues_Tirano,30,undirected
70,Virues_Tirano,Argensola_Alejandra,14,undirected
71,Virues_Tirano,Virues_Marcela,15,undirected
72,Virues_Tirano,Virues_Semirámis,30,undirected
