,Source,Target,Weight,Type
1,Argensola_Alejandra,Argensola_Isabela,29,undirected
2,Argensola_Alejandra,Bermudez_Lastimosa,1,undirected
3,Argensola_Alejandra,Virues_Semirámis,10,undirected
4,Argensola_Alejandra,Virues_Tirano,8,undirected
5,Argensola_Isabela,Argensola_Alejandra,29,undirected
6,Argensola_Isabela,Artieda_Amantes,3,undirected
7,Argensola_Isabela,Bermudez_Lastimosa,4,undirected
8,Argensola_Isabela,Bermudez_Laureada,1,undirected
9,Argensola_Isabela,Cervantes_Tratos,1,undirected
10,Argensola_Isabela,Duda_Jerusalem,4,undirected
11,Argensola_Isabela,Lasso_Constantinopla,1,undirected
12,Argensola_Isabela,Virues_Semirámis,14,undirected
13,Artieda_Amantes,Argensola_Isabela,3,undirected
14,Artieda_Amantes,Cervantes_GallardoEspanol,5,undirected
15,Artieda_Amantes,JCueva_Infamador,1,undirected
16,Artieda_Amantes,Virues_Marcela,12,undirected
17,Artieda_Amantes,Virues_Tirano,9,undirected
18,Bermudez_Lastimosa,Argensola_Alejandra,1,undirected
19,Bermudez_Lastimosa,Argensola_Isabela,4,undirected
20,Bermudez_Lastimosa,Bermudez_Laureada,30,undirected
21,Bermudez_Lastimosa,Cervantes_Tratos,3,undirected
22,Bermudez_Lastimosa,Virues_Marcela,3,undirected
23,Bermudez_Lastimosa,Virues_Tirano,4,undirected
24,Bermudez_Laureada,Argensola_Isabela,1,undirected
25,Bermudez_Laureada,Bermudez_Lastimosa,30,undirected
26,Bermudez_Laureada,Cervantes_Tratos,6,undirected
27,Bermudez_Laureada,Virues_Marcela,1,undirected
28,Bermudez_Laureada,Virues_Semirámis,7,undirected
29,Cervantes_GallardoEspanol,Artieda_Amantes,5,undirected
30,Cervantes_GallardoEspanol,Cervantes_Numancia,5,undirected
31,Cervantes_GallardoEspanol,Cervantes_Tratos,24,undirected
32,Cervantes_GallardoEspanol,Duda_Jerusalem,21,undirected
33,Cervantes_GallardoEspanol,Lasso_Dido.restaurada,1,undirected
34,Cervantes_GallardoEspanol,Virues_Marcela,6,undirected
35,Cervantes_Numancia,Cervantes_GallardoEspanol,5,undirected
36,Cervantes_Numancia,Cervantes_Tratos,15,undirected
37,Cervantes_Numancia,Duda_Jerusalem,20,undirected
38,Cervantes_Tratos,Argensola_Isabela,1,undirected
39,Cervantes_Tratos,Bermudez_Lastimosa,3,undirected
40,Cervantes_Tratos,Bermudez_Laureada,6,undirected
41,Cervantes_Tratos,Cervantes_GallardoEspanol,24,undirected
42,Cervantes_Tratos,Cervantes_Numancia,15,undirected
43,Cervantes_Tratos,Duda_Jerusalem,30,undirected
44,Cervantes_Tratos,Lasso_Dido.restaurada,5,undirected
45,Cervantes_Tratos,Virues_Marcela,2,undirected
46,Cervantes_Tratos,Virues_Tirano,1,undirected
47,Duda_Jerusalem,Argensola_Isabela,4,undirected
48,Duda_Jerusalem,Cervantes_GallardoEspanol,21,undirected
49,Duda_Jerusalem,Cervantes_Numancia,20,undirected
50,Duda_Jerusalem,Cervantes_Tratos,30,undirected
51,Duda_Jerusalem,JCueva_Infamador,2,undirected
52,Duda_Jerusalem,Virues_Marcela,2,undirected
53,Duda_Jerusalem,Virues_Semirámis,1,undirected
54,Duda_Jerusalem,Virues_Tirano,2,undirected
55,JCueva_Infamador,Artieda_Amantes,1,undirected
56,JCueva_Infamador,Duda_Jerusalem,2,undirected
57,JCueva_Infamador,JCueva_Principe,15,undirected
58,JCueva_Infamador,JCueva_Saco,30,undirected
59,JCueva_Infamador,Lasso_Dido.restaurada,3,undirected
60,JCueva_Infamador,Virues_Marcela,8,undirected
61,JCueva_Infamador,Virues_Tirano,2,undirected
62,JCueva_Principe,JCueva_Infamador,15,undirected
63,JCueva_Principe,JCueva_Saco,7,undirected
64,JCueva_Principe,Lasso_Constantinopla,25,undirected
65,JCueva_Principe,Lasso_Dido.restaurada,1,undirected
66,JCueva_Saco,JCueva_Infamador,30,undirected
67,JCueva_Saco,JCueva_Principe,7,undirected
68,JCueva_Saco,Lasso_Constantinopla,11,undirected
69,JCueva_Saco,Lasso_Dido.restaurada,3,undirected
70,Lasso_Constantinopla,Argensola_Isabela,1,undirected
71,Lasso_Constantinopla,JCueva_Principe,25,undirected
72,Lasso_Constantinopla,JCueva_Saco,11,undirected
73,Lasso_Constantinopla,Lasso_Dido.restaurada,30,undirected
74,Lasso_Constantinopla,Virues_Tirano,2,undirected
75,Lasso_Dido.restaurada,Cervantes_GallardoEspanol,1,undirected
76,Lasso_Dido.restaurada,Cervantes_Tratos,5,undirected
77,Lasso_Dido.restaurada,JCueva_Infamador,3,undirected
78,Lasso_Dido.restaurada,JCueva_Principe,1,undirected
79,Lasso_Dido.restaurada,JCueva_Saco,3,undirected
80,Lasso_Dido.restaurada,Lasso_Constantinopla,30,undirected
81,Lasso_Dido.restaurada,Virues_Marcela,5,undirected
82,Lasso_Dido.restaurada,Virues_Semirámis,2,undirected
83,Lasso_Dido.restaurada,Virues_Tirano,1,undirected
84,Virues_Marcela,Artieda_Amantes,12,undirected
85,Virues_Marcela,Bermudez_Lastimosa,3,undirected
86,Virues_Marcela,Bermudez_Laureada,1,undirected
87,Virues_Marcela,Cervantes_GallardoEspanol,6,undirected
88,Virues_Marcela,Cervantes_Tratos,2,undirected
89,Virues_Marcela,Duda_Jerusalem,2,undirected
90,Virues_Marcela,JCueva_Infamador,8,undirected
91,Virues_Marcela,Lasso_Dido.restaurada,5,undirected
