,Source,Target,Weight,Type
1,Argensola_Alejandra,Argensola_Isabela,30,undirected
2,Argensola_Alejandra,Bermudez_Lastimosa,4,undirected
3,Argensola_Alejandra,Virues_Marcela,1,undirected
4,Argensola_Alejandra,Virues_Semirámis,11,undirected
5,Argensola_Alejandra,Virues_Tirano,10,undirected
6,Argensola_Isabela,Argensola_Alejandra,30,undirected
7,Argensola_Isabela,Artieda_Amantes,1,undirected
8,Argensola_Isabela,Bermudez_Lastimosa,4,undirected
9,Argensola_Isabela,Bermudez_Laureada,1,undirected
10,Argensola_Isabela,Duda_Jerusalem,6,undirected
11,Argensola_Isabela,Virues_Semirámis,11,undirected
12,Artieda_Amantes,Argensola_Isabela,1,undirected
13,Artieda_Amantes,Cervantes_CasaCelos,2,undirected
14,Artieda_Amantes,Cervantes_Urdemalas,11,undirected
15,Artieda_Amantes,Virues_Marcela,9,undirected
16,Artieda_Amantes,Virues_Tirano,7,undirected
17,Bermudez_Lastimosa,Argensola_Alejandra,4,undirected
18,Bermudez_Lastimosa,Argensola_Isabela,4,undirected
19,Bermudez_Lastimosa,Bermudez_Laureada,30,undirected
20,Bermudez_Lastimosa,Virues_Marcela,3,undirected
21,Bermudez_Lastimosa,Virues_Tirano,4,undirected
22,Bermudez_Laureada,Argensola_Isabela,1,undirected
23,Bermudez_Laureada,Bermudez_Lastimosa,30,undirected
24,Bermudez_Laureada,Cervantes_Urdemalas,3,undirected
25,Bermudez_Laureada,Virues_Marcela,2,undirected
26,Bermudez_Laureada,Virues_Semirámis,8,undirected
27,Bermudez_Laureada,Virues_Tirano,1,undirected
28,Cervantes_CasaCelos,Artieda_Amantes,2,undirected
29,Cervantes_CasaCelos,Cervantes_GallardoEspanol,21,undirected
30,Cervantes_CasaCelos,Cervantes_Urdemalas,21,undirected
31,Cervantes_CasaCelos,Duda_Jerusalem,20,undirected
32,Cervantes_CasaCelos,JCueva_Infamador,2,undirected
33,Cervantes_CasaCelos,Virues_Marcela,1,undirected
34,Cervantes_CasaCelos,Virues_Tirano,1,undirected
35,Cervantes_GallardoEspanol,Cervantes_CasaCelos,21,undirected
36,Cervantes_GallardoEspanol,Cervantes_Urdemalas,30,undirected
37,Cervantes_GallardoEspanol,Duda_Jerusalem,16,undirected
38,Cervantes_Urdemalas,Artieda_Amantes,11,undirected
39,Cervantes_Urdemalas,Bermudez_Laureada,3,undirected
40,Cervantes_Urdemalas,Cervantes_CasaCelos,21,undirected
41,Cervantes_Urdemalas,Cervantes_GallardoEspanol,30,undirected
42,Cervantes_Urdemalas,Duda_Jerusalem,12,undirected
43,Cervantes_Urdemalas,JCueva_Infamador,3,undirected
44,Cervantes_Urdemalas,Lasso_Constantinopla,2,undirected
45,Cervantes_Urdemalas,Lasso_Dido.restaurada,5,undirected
46,Cervantes_Urdemalas,Virues_Marcela,2,undirected
47,Cervantes_Urdemalas,Virues_Semirámis,1,undirected
48,Duda_Jerusalem,Argensola_Isabela,6,undirected
49,Duda_Jerusalem,Cervantes_CasaCelos,20,undirected
50,Duda_Jerusalem,Cervantes_GallardoEspanol,16,undirected
51,Duda_Jerusalem,Cervantes_Urdemalas,12,undirected
52,Duda_Jerusalem,JCueva_Infamador,3,undirected
53,Duda_Jerusalem,Virues_Marcela,2,undirected
54,Duda_Jerusalem,Virues_Tirano,1,undirected
55,JCueva_Infamador,Cervantes_CasaCelos,2,undirected
56,JCueva_Infamador,Cervantes_Urdemalas,3,undirected
57,JCueva_Infamador,Duda_Jerusalem,3,undirected
58,JCueva_Infamador,JCueva_Principe,16,undirected
59,JCueva_Infamador,JCueva_Saco,28,undirected
60,JCueva_Infamador,Virues_Marcela,6,undirected
61,JCueva_Principe,JCueva_Infamador,16,undirected
62,JCueva_Principe,JCueva_Saco,9,undirected
63,JCueva_Principe,Lasso_Constantinopla,23,undirected
64,JCueva_Principe,Lasso_Dido.restaurada,1,undirected
65,JCueva_Saco,JCueva_Infamador,28,undirected
66,JCueva_Saco,JCueva_Principe,9,undirected
67,JCueva_Saco,Lasso_Constantinopla,11,undirected
68,JCueva_Saco,Lasso_Dido.restaurada,4,undirected
69,Lasso_Constantinopla,Cervantes_Urdemalas,2,undirected
70,Lasso_Constantinopla,JCueva_Principe,23,undirected
71,Lasso_Constantinopla,JCueva_Saco,11,undirected
72,Lasso_Constantinopla,Lasso_Dido.restaurada,30,undirected
73,Lasso_Dido.restaurada,Cervantes_Urdemalas,5,undirected
74,Lasso_Dido.restaurada,JCueva_Principe,1,undirected
75,Lasso_Dido.restaurada,JCueva_Saco,4,undirected
76,Lasso_Dido.restaurada,Lasso_Constantinopla,30,undirected
77,Lasso_Dido.restaurada,Virues_Marcela,7,undirected
78,Lasso_Dido.restaurada,Virues_Semirámis,1,undirected
79,Lasso_Dido.restaurada,Virues_Tirano,1,undirected
80,Virues_Marcela,Argensola_Alejandra,1,undirected
81,Virues_Marcela,Artieda_Amantes,9,undirected
82,Virues_Marcela,Bermudez_Lastimosa,3,undirected
83,Virues_Marcela,Bermudez_Laureada,2,undirected
84,Virues_Marcela,Cervantes_CasaCelos,1,undirected
85,Virues_Marcela,Cervantes_Urdemalas,2,undirected
86,Virues_Marcela,Duda_Jerusalem,2,undirected
87,Virues_Marcela,JCueva_Infamador,6,undirected
88,Virues_Marcela,Lasso_Dido.restaurada,7,undirected
89,Virues_Marcela,Virues_Semirámis,23,undirected
90,Virues_Marcela,Virues_Tirano,18,undirected
91,Virues_Semirámis,Argensola_Alejandra,11,undirected
92,Virues_Semirámis,Argensola_Isabela,11,undirected
93,Virues_Semirámis,Bermudez_Laureada,8,undirected
94,Virues_Semirámis,Cervantes_Urdemalas,1,undirected
95,Virues_Semirámis,Lasso_Dido.restaurada,1,undirected
96,Virues_Semirámis,Virues_Marcela,23,undirected
97,Virues_Semirámis,Virues_Tirano,30,undirected
98,Virues_Tirano,Argensola_Alejandra,10,undirected
99,Virues_Tirano,Artieda_Amantes,7,undirected
100,Virues_Tirano,Bermudez_Lastimosa,4,undirected
101,Virues_Tirano,Bermudez_Laureada,1,undirected
102,Virues_Tirano,Cervantes_CasaCelos,1,undirected
103,Virues_Tirano,Duda_Jerusalem,1,undirected
104,Virues_Tirano,Lasso_Dido.restaurada,1,undirected
105,Virues_Tirano,Virues_Marcela,18,undirected
106,Virues_Tirano,Virues_Semirámis,30,undirected
