,Source,Target,Weight,Type
1,Argensola_Alejandra,Argensola_Isabela,30,undirected
2,Argensola_Alejandra,Bermudez_Lastimosa,7,undirected
3,Argensola_Alejandra,Duda_Jerusalem,1,undirected
4,Argensola_Alejandra,Virues_Semirámis,10,undirected
5,Argensola_Alejandra,Virues_Tirano,7,undirected
6,Argensola_Isabela,Argensola_Alejandra,30,undirected
7,Argensola_Isabela,Bermudez_Lastimosa,6,undirected
8,Argensola_Isabela,Bermudez_Laureada,1,undirected
9,Argensola_Isabela,Duda_Jerusalem,6,undirected
10,Argensola_Isabela,Virues_Semirámis,9,undirected
11,Artieda_Amantes,Cervantes_CasaCelos,4,undirected
12,Artieda_Amantes,Cervantes_GallardoEspanol,1,undirected
13,Artieda_Amantes,Cervantes_Urdemalas,15,undirected
14,Artieda_Amantes,Virues_Marcela,6,undirected
15,Artieda_Amantes,Virues_Tirano,4,undirected
16,Bermudez_Lastimosa,Argensola_Alejandra,7,undirected
17,Bermudez_Lastimosa,Argensola_Isabela,6,undirected
18,Bermudez_Lastimosa,Bermudez_Laureada,30,undirected
19,Bermudez_Lastimosa,Virues_Semirámis,1,undirected
20,Bermudez_Lastimosa,Virues_Tirano,1,undirected
21,Bermudez_Laureada,Argensola_Isabela,1,undirected
22,Bermudez_Laureada,Bermudez_Lastimosa,30,undirected
23,Bermudez_Laureada,Cervantes_Urdemalas,4,undirected
24,Bermudez_Laureada,Virues_Semirámis,10,undirected
25,Cervantes_CasaCelos,Artieda_Amantes,4,undirected
26,Cervantes_CasaCelos,Cervantes_GallardoEspanol,24,undirected
27,Cervantes_CasaCelos,Cervantes_Urdemalas,21,undirected
28,Cervantes_CasaCelos,Duda_Jerusalem,20,undirected
29,Cervantes_CasaCelos,JCueva_Infamador,3,undirected
30,Cervantes_CasaCelos,Virues_Marcela,1,undirected
31,Cervantes_GallardoEspanol,Artieda_Amantes,1,undirected
32,Cervantes_GallardoEspanol,Cervantes_CasaCelos,24,undirected
33,Cervantes_GallardoEspanol,Cervantes_Urdemalas,30,undirected
34,Cervantes_GallardoEspanol,Duda_Jerusalem,12,undirected
35,Cervantes_Urdemalas,Artieda_Amantes,15,undirected
36,Cervantes_Urdemalas,Bermudez_Laureada,4,undirected
37,Cervantes_Urdemalas,Cervantes_CasaCelos,21,undirected
38,Cervantes_Urdemalas,Cervantes_GallardoEspanol,30,undirected
39,Cervantes_Urdemalas,Duda_Jerusalem,13,undirected
40,Cervantes_Urdemalas,JCueva_Infamador,7,undirected
41,Cervantes_Urdemalas,Lasso_Constantinopla,4,undirected
