,Source,Target,Weight,Type
1,Argensola_Alejandra,Argensola_Isabela,30,undirected
2,Argensola_Alejandra,Bermudez_Lastimosa,5,undirected
3,Argensola_Alejandra,Cervantes_Numancia,9,undirected
4,Argensola_Alejandra,Virues_Semirámis,2,undirected
5,Argensola_Alejandra,Virues_Tirano,14,undirected
6,Argensola_Isabela,Argensola_Alejandra,30,undirected
7,Argensola_Isabela,Artieda_Amantes,9,undirected
8,Argensola_Isabela,Bermudez_Lastimosa,19,undirected
9,Argensola_Isabela,Bermudez_Laureada,6,undirected
10,Argensola_Isabela,Virues_Semirámis,10,undirected
11,Artieda_Amantes,Argensola_Isabela,9,undirected
12,Artieda_Amantes,Cervantes_GallardoEspanol,17,undirected
13,Artieda_Amantes,Cervantes_Tratos,2,undirected
14,Artieda_Amantes,Virues_Marcela,8,undirected
15,Artieda_Amantes,Virues_Tirano,1,undirected
16,Bermudez_Lastimosa,Argensola_Alejandra,5,undirected
17,Bermudez_Lastimosa,Argensola_Isabela,19,undirected
18,Bermudez_Lastimosa,Bermudez_Laureada,30,undirected
19,Bermudez_Laureada,Argensola_Isabela,6,undirected
20,Bermudez_Laureada,Bermudez_Lastimosa,30,undirected
21,Bermudez_Laureada,Virues_Semirámis,9,undirected
22,Cervantes_GallardoEspanol,Artieda_Amantes,17,undirected
23,Cervantes_GallardoEspanol,Cervantes_Numancia,18,undirected
24,Cervantes_GallardoEspanol,Cervantes_Tratos,30,undirected
25,Cervantes_GallardoEspanol,JCueva_Saco,1,undirected
26,Cervantes_GallardoEspanol,Virues_Marcela,13,undirected
27,Cervantes_Numancia,Argensola_Alejandra,9,undirected
28,Cervantes_Numancia,Cervantes_GallardoEspanol,18,undirected
29,Cervantes_Numancia,Cervantes_Tratos,25,undirected
30,Cervantes_Numancia,JCueva_Saco,2,undirected
31,Cervantes_Numancia,Lasso_Dido.restaurada,8,undirected
32,Cervantes_Tratos,Artieda_Amantes,2,undirected
33,Cervantes_Tratos,Cervantes_GallardoEspanol,30,undirected
34,Cervantes_Tratos,Cervantes_Numancia,25,undirected
35,Cervantes_Tratos,Lasso_Dido.restaurada,2,undirected
36,Cervantes_Tratos,Virues_Marcela,3,undirected
37,JCueva_Infamador,JCueva_Principe,21,undirected
38,JCueva_Infamador,JCueva_Saco,29,undirected
39,JCueva_Infamador,Lasso_Dido.restaurada,1,undirected
40,JCueva_Infamador,Virues_Marcela,5,undirected
41,JCueva_Principe,JCueva_Infamador,21,undirected
42,JCueva_Principe,JCueva_Saco,15,undirected
43,JCueva_Principe,Lasso_Constantinopla,29,undirected
44,JCueva_Principe,Lasso_Dido.restaurada,2,undirected
45,JCueva_Saco,Cervantes_GallardoEspanol,1,undirected
46,JCueva_Saco,Cervantes_Numancia,2,undirected
47,JCueva_Saco,JCueva_Infamador,29,undirected
48,JCueva_Saco,JCueva_Principe,15,undirected
49,JCueva_Saco,Lasso_Constantinopla,8,undirected
50,JCueva_Saco,Lasso_Dido.restaurada,1,undirected
51,Lasso_Constantinopla,JCueva_Principe,29,undirected
52,Lasso_Constantinopla,JCueva_Saco,8,undirected
53,Lasso_Constantinopla,Lasso_Dido.restaurada,26,undirected
54,Lasso_Dido.restaurada,Cervantes_Numancia,8,undirected
55,Lasso_Dido.restaurada,Cervantes_Tratos,2,undirected
56,Lasso_Dido.restaurada,JCueva_Infamador,1,undirected
57,Lasso_Dido.restaurada,JCueva_Principe,2,undirected
58,Lasso_Dido.restaurada,JCueva_Saco,1,undirected
59,Lasso_Dido.restaurada,Lasso_Constantinopla,26,undirected
60,Lasso_Dido.restaurada,Virues_Marcela,1,undirected
61,Virues_Marcela,Artieda_Amantes,8,undirected
62,Virues_Marcela,Cervantes_GallardoEspanol,13,undirected
63,Virues_Marcela,Cervantes_Tratos,3,undirected
64,Virues_Marcela,JCueva_Infamador,5,undirected
65,Virues_Marcela,Lasso_Dido.restaurada,1,undirected
66,Virues_Marcela,Virues_Semirámis,25,undirected
67,Virues_Marcela,Virues_Tirano,14,undirected
68,Virues_Semirámis,Argensola_Alejandra,2,undirected
69,Virues_Semirámis,Argensola_Isabela,10,undirected
70,Virues_Semirámis,Bermudez_Laureada,9,undirected
71,Virues_Semirámis,Virues_Marcela,25,undirected
72,Virues_Semirámis,Virues_Tirano,30,undirected
73,Virues_Tirano,Argensola_Alejandra,14,undirected
74,Virues_Tirano,Artieda_Amantes,1,undirected
75,Virues_Tirano,Virues_Marcela,14,undirected
76,Virues_Tirano,Virues_Semirámis,30,undirected
