,Source,Target,Weight,Type
1,Argensola_Alejandra,Argensola_Isabela,30,undirected
2,Argensola_Alejandra,Bermudez_Lastimosa,4,undirected
3,Argensola_Alejandra,Cervantes_Numancia,6,undirected
4,Argensola_Alejandra,Virues_Semirámis,10,undirected
5,Argensola_Alejandra,Virues_Tirano,9,undirected
6,Argensola_Isabela,Argensola_Alejandra,30,undirected
7,Argensola_Isabela,Artieda_Amantes,2,undirected
8,Argensola_Isabela,Bermudez_Lastimosa,6,undirected
9,Argensola_Isabela,Cervantes_Tratos,5,undirected
10,Argensola_Isabela,Virues_Semirámis,14,undirected
11,Artieda_Amantes,Argensola_Isabela,2,undirected
12,Artieda_Amantes,Cervantes_GallardoEspanol,11,undirected
13,Artieda_Amantes,Virues_Marcela,11,undirected
14,Artieda_Amantes,Virues_Tirano,6,undirected
15,Bermudez_Lastimosa,Argensola_Alejandra,4,undirected
16,Bermudez_Lastimosa,Argensola_Isabela,6,undirected
17,Bermudez_Lastimosa,Bermudez_Laureada,30,undirected
18,Bermudez_Lastimosa,Cervantes_Tratos,4,undirected
19,Bermudez_Lastimosa,Virues_Semirámis,1,undirected
20,Bermudez_Laureada,Bermudez_Lastimosa,30,undirected
21,Bermudez_Laureada,Cervantes_Tratos,5,undirected
22,Bermudez_Laureada,Virues_Semirámis,10,undirected
23,Cervantes_GallardoEspanol,Artieda_Amantes,11,undirected
24,Cervantes_GallardoEspanol,Cervantes_Numancia,13,undirected
25,Cervantes_GallardoEspanol,Cervantes_Tratos,30,undirected
26,Cervantes_GallardoEspanol,JCueva_Saco,1,undirected
27,Cervantes_GallardoEspanol,Lasso_Dido.restaurada,2,undirected
28,Cervantes_GallardoEspanol,Virues_Marcela,13,undirected
29,Cervantes_Numancia,Argensola_Alejandra,6,undirected
30,Cervantes_Numancia,Cervantes_GallardoEspanol,13,undirected
31,Cervantes_Numancia,Cervantes_Tratos,25,undirected
32,Cervantes_Tratos,Argensola_Isabela,5,undirected
33,Cervantes_Tratos,Bermudez_Lastimosa,4,undirected
34,Cervantes_Tratos,Bermudez_Laureada,5,undirected
35,Cervantes_Tratos,Cervantes_GallardoEspanol,30,undirected
36,Cervantes_Tratos,Cervantes_Numancia,25,undirected
37,Cervantes_Tratos,JCueva_Infamador,3,undirected
38,Cervantes_Tratos,Lasso_Dido.restaurada,11,undirected
39,Cervantes_Tratos,Virues_Marcela,9,undirected
40,Cervantes_Tratos,Virues_Semirámis,2,undirected
41,Cervantes_Tratos,Virues_Tirano,1,undirected
42,JCueva_Infamador,Cervantes_Tratos,3,undirected
43,JCueva_Infamador,JCueva_Principe,12,undirected
44,JCueva_Infamador,JCueva_Saco,30,undirected
45,JCueva_Infamador,Lasso_Dido.restaurada,4,undirected
46,JCueva_Infamador,Virues_Marcela,6,undirected
47,JCueva_Principe,JCueva_Infamador,12,undirected
48,JCueva_Principe,JCueva_Saco,5,undirected
49,JCueva_Principe,Lasso_Constantinopla,25,undirected
50,JCueva_Principe,Lasso_Dido.restaurada,1,undirected
51,JCueva_Saco,Cervantes_GallardoEspanol,1,undirected
52,JCueva_Saco,JCueva_Infamador,30,undirected
53,JCueva_Saco,JCueva_Principe,5,undirected
54,JCueva_Saco,Lasso_Constantinopla,8,undirected
55,JCueva_Saco,Lasso_Dido.restaurada,6,undirected
56,Lasso_Constantinopla,JCueva_Principe,25,undirected
57,Lasso_Constantinopla,JCueva_Saco,8,undirected
58,Lasso_Constantinopla,Lasso_Dido.restaurada,30,undirected
59,Lasso_Constantinopla,Virues_Semirámis,2,undirected
60,Lasso_Constantinopla,Virues_Tirano,2,undirected
61,Lasso_Dido.restaurada,Cervantes_GallardoEspanol,2,undirected
62,Lasso_Dido.restaurada,Cervantes_Tratos,11,undirected
63,Lasso_Dido.restaurada,JCueva_Infamador,4,undirected
64,Lasso_Dido.restaurada,JCueva_Principe,1,undirected
65,Lasso_Dido.restaurada,JCueva_Saco,6,undirected
66,Lasso_Dido.restaurada,Lasso_Constantinopla,30,undirected
67,Lasso_Dido.restaurada,Virues_Marcela,2,undirected
68,Lasso_Dido.restaurada,Virues_Semirámis,2,undirected
69,Virues_Marcela,Artieda_Amantes,11,undirected
70,Virues_Marcela,Cervantes_GallardoEspanol,13,undirected
71,Virues_Marcela,Cervantes_Tratos,9,undirected
72,Virues_Marcela,JCueva_Infamador,6,undirected
73,Virues_Marcela,Lasso_Dido.restaurada,2,undirected
74,Virues_Marcela,Virues_Semirámis,25,undirected
75,Virues_Marcela,Virues_Tirano,16,undirected
76,Virues_Semirámis,Argensola_Alejandra,10,undirected
77,Virues_Semirámis,Argensola_Isabela,14,undirected
78,Virues_Semirámis,Bermudez_Lastimosa,1,undirected
79,Virues_Semirámis,Bermudez_Laureada,10,undirected
80,Virues_Semirámis,Cervantes_Tratos,2,undirected
81,Virues_Semirámis,Lasso_Constantinopla,2,undirected
82,Virues_Semirámis,Lasso_Dido.restaurada,2,undirected
83,Virues_Semirámis,Virues_Marcela,25,undirected
84,Virues_Semirámis,Virues_Tirano,30,undirected
85,Virues_Tirano,Argensola_Alejandra,9,undirected
86,Virues_Tirano,Artieda_Amantes,6,undirected
87,Virues_Tirano,Cervantes_Tratos,1,undirected
88,Virues_Tirano,Lasso_Constantinopla,2,undirected
89,Virues_Tirano,Virues_Marcela,16,undirected
90,Virues_Tirano,Virues_Semirámis,30,undirected
