,Source,Target,Weight,Type
1,Bazan_Pazos-ne0077,Bazan_Piedra-ne0082,6,undirected
2,Bazan_Pazos-ne0077,Bazan_Sirena-ne0085,2,undirected
3,Bazan_Pazos-ne0077,Clarin_Regenta-ne0325,2,undirected
4,Bazan_Pazos-ne0077,Miro_Hilvan-ne0041,1,undirected
5,Bazan_Pazos-ne0077,Miro_Vivir-ne0042,2,undirected
6,Bazan_Pazos-ne0077,Pereda_Pedro-ne0144,1,undirected
7,Bazan_Pazos-ne0077,Picon_Dulce-ne0155,1,undirected
8,Bazan_Pazos-ne0077,Picon_JuanV-ne0162,4,undirected
9,Bazan_Pazos-ne0077,Picon_Lazaro-ne0161,1,undirected
10,Bazan_Piedra-ne0082,Bazan_Pazos-ne0077,6,undirected
11,Bazan_Piedra-ne0082,Bazan_Sirena-ne0085,5,undirected
12,Bazan_Piedra-ne0082,Miro_Hilvan-ne0041,3,undirected
13,Bazan_Piedra-ne0082,Miro_Vivir-ne0042,1,undirected
14,Bazan_Sirena-ne0085,Bazan_Pazos-ne0077,2,undirected
15,Bazan_Sirena-ne0085,Bazan_Piedra-ne0082,5,undirected
16,Bazan_Sirena-ne0085,Miro_Amigo-ne0044,2,undirected
17,Bazan_Sirena-ne0085,Picon_Dulce-ne0155,1,undirected
18,BlascoIbanez_Arroz-ne0163,BlascoIbanez_Barraca-ne0164,4,undirected
19,BlascoIbanez_Arroz-ne0163,BlascoIbanez_Bodega-ne0019,6,undirected
20,BlascoIbanez_Arroz-ne0163,Picon_Lazaro-ne0161,4,undirected
21,BlascoIbanez_Barraca-ne0164,BlascoIbanez_Arroz-ne0163,4,undirected
22,BlascoIbanez_Barraca-ne0164,BlascoIbanez_Bodega-ne0019,5,undirected
23,BlascoIbanez_Barraca-ne0164,Picon_Lazaro-ne0161,1,undirected
24,BlascoIbanez_Bodega-ne0019,BlascoIbanez_Arroz-ne0163,6,undirected
25,BlascoIbanez_Bodega-ne0019,BlascoIbanez_Barraca-ne0164,5,undirected
26,BlascoIbanez_Bodega-ne0019,Picon_Lazaro-ne0161,3,undirected
27,Clarin_Cuesta-ne0170,Clarin_Hijo-ne0135,2,undirected
28,Clarin_Cuesta-ne0170,Galdos_Bringas-ne0027,1,undirected
29,Clarin_Cuesta-ne0170,Pereda_Pedro-ne0144,3,undirected
30,Clarin_Hijo-ne0135,Clarin_Cuesta-ne0170,2,undirected
31,Clarin_Hijo-ne0135,Clarin_Regenta-ne0325,6,undirected
32,Clarin_Hijo-ne0135,Galdos_Bringas-ne0027,2,undirected
33,Clarin_Hijo-ne0135,Picon_JuanV-ne0162,1,undirected
34,Clarin_Hijo-ne0135,Valera_Genio-ne0151,1,undirected
35,Clarin_Regenta-ne0325,Bazan_Pazos-ne0077,2,undirected
36,Clarin_Regenta-ne0325,Clarin_Hijo-ne0135,6,undirected
37,Clarin_Regenta-ne0325,Galdos_Bringas-ne0027,4,undirected
38,Galdos_Bringas-ne0027,Clarin_Cuesta-ne0170,1,undirected
39,Galdos_Bringas-ne0027,Clarin_Hijo-ne0135,2,undirected
40,Galdos_Bringas-ne0027,Clarin_Regenta-ne0325,4,undirected
41,Galdos_Bringas-ne0027,Galdos_Misericordia-ne0002,6,undirected
42,Galdos_Bringas-ne0027,Galdos_Tristana-ne0005,2,undirected
43,Galdos_Bringas-ne0027,Picon_JuanV-ne0162,2,undirected
44,Galdos_Misericordia-ne0002,Galdos_Bringas-ne0027,6,undirected
45,Galdos_Misericordia-ne0002,Galdos_Tristana-ne0005,5,undirected
46,Galdos_Misericordia-ne0002,Miro_Amigo-ne0044,3,undirected
47,Galdos_Misericordia-ne0002,Picon_Dulce-ne0155,3,undirected
48,Galdos_Misericordia-ne0002,Valera_Juanita-ne0152,1,undirected
49,Galdos_Tristana-ne0005,Galdos_Bringas-ne0027,2,undirected
50,Galdos_Tristana-ne0005,Galdos_Misericordia-ne0002,5,undirected
51,Galdos_Tristana-ne0005,Picon_Dulce-ne0155,1,undirected
52,Miro_Amigo-ne0044,Bazan_Sirena-ne0085,2,undirected
53,Miro_Amigo-ne0044,Galdos_Misericordia-ne0002,3,undirected
54,Miro_Amigo-ne0044,Picon_Dulce-ne0155,1,undirected
55,Miro_Hilvan-ne0041,Bazan_Pazos-ne0077,1,undirected
56,Miro_Hilvan-ne0041,Bazan_Piedra-ne0082,3,undirected
57,Miro_Hilvan-ne0041,Miro_Vivir-ne0042,6,undirected
58,Miro_Vivir-ne0042,Bazan_Pazos-ne0077,2,undirected
59,Miro_Vivir-ne0042,Bazan_Piedra-ne0082,1,undirected
60,Miro_Vivir-ne0042,Miro_Hilvan-ne0041,6,undirected
61,Pereda_Pedro-ne0144,Bazan_Pazos-ne0077,1,undirected
62,Pereda_Pedro-ne0144,Clarin_Cuesta-ne0170,3,undirected
63,Pereda_Pedro-ne0144,Pereda_Penas-ne0145,6,undirected
64,Pereda_Pedro-ne0144,Pereda_Sotileza-ne0146,4,undirected
65,Pereda_Pedro-ne0144,Valera_Morsamor-ne0153,1,undirected
66,Pereda_Penas-ne0145,Pereda_Pedro-ne0144,6,undirected
67,Pereda_Penas-ne0145,Pereda_Sotileza-ne0146,5,undirected
68,Pereda_Penas-ne0145,Valera_Juanita-ne0152,1,undirected
69,Pereda_Sotileza-ne0146,Pereda_Pedro-ne0144,4,undirected
70,Pereda_Sotileza-ne0146,Pereda_Penas-ne0145,5,undirected
71,Pereda_Sotileza-ne0146,Valera_Juanita-ne0152,1,undirected
72,Picon_Dulce-ne0155,Bazan_Pazos-ne0077,1,undirected
